region	bank	addr	len	symbol	role	sect	group	verify	desc
WRAM0	-	$C2B4	1	wSprite11StateData2MapY	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2B5	1	wSprite11StateData2MapX	instance	Sprite State Data	sprites		
WRAM0	-	$C2B6	1	wSprite11StateData2MovementByte1	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2B7	1	wSprite11StateData2GrassPriority	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2B8	1	wSprite11StateData2MovementDelay	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C2B9	4	wSprite11StateData2OrigFacingDirection	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2BD	1	wSprite11StateData2PictureID	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2BE	2	wSprite11StateData2ImageBaseOffset	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2C0	2	wSprite11StateData2End	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C2C0	2	wSprite12StateData2	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C2C0	2	wSprite12StateData2WalkAnimationCounter	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C2C2	1	wSprite12StateData2YDisplacement	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C2C3	1	wSprite12StateData2XDisplacement	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2C4	1	wSprite12StateData2MapY	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2C5	1	wSprite12StateData2MapX	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2C6	1	wSprite12StateData2MovementByte1	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2C7	1	wSprite12StateData2GrassPriority	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2C8	1	wSprite12StateData2MovementDelay	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C2C9	4	wSprite12StateData2OrigFacingDirection	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2CD	1	wSprite12StateData2PictureID	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C2CE	2	wSprite12StateData2ImageBaseOffset	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D0	2	wSprite12StateData2End	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D0	2	wSprite13StateData2	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D0	2	wSprite13StateData2WalkAnimationCounter	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D2	1	wSprite13StateData2YDisplacement	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D3	1	wSprite13StateData2XDisplacement	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D4	1	wSprite13StateData2MapY	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D5	1	wSprite13StateData2MapX	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D6	1	wSprite13StateData2MovementByte1	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D7	1	wSprite13StateData2GrassPriority	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2D8	1	wSprite13StateData2MovementDelay	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C2D9	4	wSprite13StateData2OrigFacingDirection	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2DD	1	wSprite13StateData2PictureID	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2DE	2	wSprite13StateData2ImageBaseOffset	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C2E0	2	wSprite13StateData2End	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E0	2	wSprite14StateData2	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E0	2	wSprite14StateData2WalkAnimationCounter	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E2	1	wSprite14StateData2YDisplacement	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E3	1	wSprite14StateData2XDisplacement	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E4	1	wSprite14StateData2MapY	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E5	1	wSprite14StateData2MapX	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E6	1	wSprite14StateData2MovementByte1	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E7	1	wSprite14StateData2GrassPriority	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E8	1	wSprite14StateData2MovementDelay	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2E9	4	wSprite14StateData2OrigFacingDirection	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2ED	1	wSprite14StateData2PictureID	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2EE	2	wSprite14StateData2ImageBaseOffset	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F0	2	wSprite14StateData2End	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F0	2	wSprite15StateData2	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F0	2	wSprite15StateData2WalkAnimationCounter	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F2	1	wSprite15StateData2YDisplacement	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F3	1	wSprite15StateData2XDisplacement	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F4	1	wSprite15StateData2MapY	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F5	1	wSprite15StateData2MapX	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F6	1	wSprite15StateData2MovementByte1	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F7	1	wSprite15StateData2GrassPriority	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F8	1	wSprite15StateData2MovementDelay	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2F9	4	wSprite15StateData2OrigFacingDirection	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2FD	1	wSprite15StateData2PictureID	instance	Sprite State Data	sprites	live	
WRAM0	-	$C2FE	2	wSprite15StateData2ImageBaseOffset	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C300	1	wShadowOAMSprite00YCoord	entry	OAM Buffer	sprites	rom,live	Screen y of object entry 0, offset by 16. `$A0` parks an entry off the bottom of the screen, and it is the byte that floods `wTileMap` when the buffer overruns.
WRAM0	-	$C300	0	wSpriteDataEnd	entry	Sprite State Data	sprites	rom,live	One past the sprite state.
WRAM0	-	$C300	1	wShadowOAM	alias	OAM Buffer	sprites	rom,live	The 40-entry object buffer the game rebuilds every frame and copies to the hardware — four bytes each: y, x, tile id, attributes. **Never write it directly**; the sprite structures above are where a change belongs. Its end is `wTileMap`, and the two being adjacent is a fault the cartridge can fall through.
WRAM0	-	$C300	1	wShadowOAMSprite00	alias	OAM Buffer	sprites	rom,live	Object entry 0: the four bytes y, x, tile id, attributes.
WRAM0	-	$C300	0	wSprite15StateData2End	instance	Sprite State Data	sprites	rom,live	
WRAM0	-	$C301	1	wShadowOAMSprite00XCoord	entry	OAM Buffer	sprites	rom,live	Screen x of object entry 0, offset by 8.
WRAM0	-	$C302	1	wShadowOAMSprite00TileID	entry	OAM Buffer	sprites	rom,live	Which tile object entry 0 draws.
WRAM0	-	$C303	1	wShadowOAMSprite00Attributes	entry	OAM Buffer	sprites	live	Palette, flip and priority bits for object entry 0.
WRAM0	-	$C304	1	wShadowOAMSprite01YCoord	entry	OAM Buffer	sprites	rom,live	Screen y of object entry 1.
WRAM0	-	$C304	1	wShadowOAMSprite01	alias	OAM Buffer	sprites	rom,live	Object entry 1, the same four bytes.
WRAM0	-	$C305	1	wShadowOAMSprite01XCoord	entry	OAM Buffer	sprites	live	Screen x of object entry 1.
WRAM0	-	$C306	1	wShadowOAMSprite01TileID	entry	OAM Buffer	sprites	rom,live	Which tile object entry 1 draws.
WRAM0	-	$C307	1	wShadowOAMSprite01Attributes	entry	OAM Buffer	sprites	live	Attributes for object entry 1.
WRAM0	-	$C308	1	wShadowOAMSprite02	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C308	1	wShadowOAMSprite02YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C309	1	wShadowOAMSprite02XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C30A	1	wShadowOAMSprite02TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C30B	1	wShadowOAMSprite02Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C30C	1	wShadowOAMSprite03	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C30C	1	wShadowOAMSprite03YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C30D	1	wShadowOAMSprite03XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C30E	1	wShadowOAMSprite03TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C30F	1	wShadowOAMSprite03Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C310	1	wShadowOAMSprite04	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C310	1	wShadowOAMSprite04YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C311	1	wShadowOAMSprite04XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C312	1	wShadowOAMSprite04TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C313	1	wShadowOAMSprite04Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C314	1	wShadowOAMSprite05	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C314	1	wShadowOAMSprite05YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C315	1	wShadowOAMSprite05XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C316	1	wShadowOAMSprite05TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C317	1	wShadowOAMSprite05Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C318	1	wShadowOAMSprite06	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C318	1	wShadowOAMSprite06YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C319	1	wShadowOAMSprite06XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C31A	1	wShadowOAMSprite06TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C31B	1	wShadowOAMSprite06Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C31C	1	wShadowOAMSprite07	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C31C	1	wShadowOAMSprite07YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C31D	1	wShadowOAMSprite07XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C31E	1	wShadowOAMSprite07TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C31F	1	wShadowOAMSprite07Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C320	1	wShadowOAMSprite08	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C320	1	wShadowOAMSprite08YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C321	1	wShadowOAMSprite08XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C322	1	wShadowOAMSprite08TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C323	1	wShadowOAMSprite08Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C324	1	wShadowOAMSprite09	instance	OAM Buffer	sprites	live	
WRAM0	-	$C324	1	wShadowOAMSprite09YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C325	1	wShadowOAMSprite09XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C326	1	wShadowOAMSprite09TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C327	1	wShadowOAMSprite09Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C328	1	wShadowOAMSprite10	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C328	1	wShadowOAMSprite10YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C329	1	wShadowOAMSprite10XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C32A	1	wShadowOAMSprite10TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C32B	1	wShadowOAMSprite10Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C32C	1	wShadowOAMSprite11	instance	OAM Buffer	sprites	live	
WRAM0	-	$C32C	1	wShadowOAMSprite11YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C32D	1	wShadowOAMSprite11XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C32E	1	wShadowOAMSprite11TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C32F	1	wShadowOAMSprite11Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C330	1	wShadowOAMSprite12	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C330	1	wShadowOAMSprite12YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C331	1	wShadowOAMSprite12XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C332	1	wShadowOAMSprite12TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C333	1	wShadowOAMSprite12Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C334	1	wShadowOAMSprite13	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C334	1	wShadowOAMSprite13YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C335	1	wShadowOAMSprite13XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C336	1	wShadowOAMSprite13TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C337	1	wShadowOAMSprite13Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C338	1	wShadowOAMSprite14	instance	OAM Buffer	sprites	live	
WRAM0	-	$C338	1	wShadowOAMSprite14YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C339	1	wShadowOAMSprite14XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C33A	1	wShadowOAMSprite14TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C33B	1	wShadowOAMSprite14Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C33C	1	wShadowOAMSprite15	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C33C	1	wShadowOAMSprite15YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C33D	1	wShadowOAMSprite15XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C33E	1	wShadowOAMSprite15TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C33F	1	wShadowOAMSprite15Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C340	1	wShadowOAMSprite16	instance	OAM Buffer	sprites	live	
WRAM0	-	$C340	1	wShadowOAMSprite16YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C341	1	wShadowOAMSprite16XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C342	1	wShadowOAMSprite16TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C343	1	wShadowOAMSprite16Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C344	1	wShadowOAMSprite17	instance	OAM Buffer	sprites	live	
WRAM0	-	$C344	1	wShadowOAMSprite17YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C345	1	wShadowOAMSprite17XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C346	1	wShadowOAMSprite17TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C347	1	wShadowOAMSprite17Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C348	1	wShadowOAMSprite18	instance	OAM Buffer	sprites	live	
WRAM0	-	$C348	1	wShadowOAMSprite18YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C349	1	wShadowOAMSprite18XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C34A	1	wShadowOAMSprite18TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C34B	1	wShadowOAMSprite18Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C34C	1	wShadowOAMSprite19	instance	OAM Buffer	sprites	live	
WRAM0	-	$C34C	1	wShadowOAMSprite19YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C34D	1	wShadowOAMSprite19XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C34E	1	wShadowOAMSprite19TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C34F	1	wShadowOAMSprite19Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C350	1	wShadowOAMSprite20	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C350	1	wShadowOAMSprite20YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C351	1	wShadowOAMSprite20XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C352	1	wShadowOAMSprite20TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C353	1	wShadowOAMSprite20Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C354	1	wShadowOAMSprite21	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C354	1	wShadowOAMSprite21YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C355	1	wShadowOAMSprite21XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C356	1	wShadowOAMSprite21TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C357	1	wShadowOAMSprite21Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C358	1	wShadowOAMSprite22	instance	OAM Buffer	sprites	live	
WRAM0	-	$C358	1	wShadowOAMSprite22YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C359	1	wShadowOAMSprite22XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C35A	1	wShadowOAMSprite22TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C35B	1	wShadowOAMSprite22Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C35C	1	wShadowOAMSprite23	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C35C	1	wShadowOAMSprite23YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C35D	1	wShadowOAMSprite23XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C35E	1	wShadowOAMSprite23TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C35F	1	wShadowOAMSprite23Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C360	1	wShadowOAMSprite24	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C360	1	wShadowOAMSprite24YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C361	1	wShadowOAMSprite24XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C362	1	wShadowOAMSprite24TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C363	1	wShadowOAMSprite24Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C364	1	wShadowOAMSprite25	instance	OAM Buffer	sprites	live	
WRAM0	-	$C364	1	wShadowOAMSprite25YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C365	1	wShadowOAMSprite25XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C366	1	wShadowOAMSprite25TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C367	1	wShadowOAMSprite25Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C368	1	wShadowOAMSprite26	instance	OAM Buffer	sprites	live	
WRAM0	-	$C368	1	wShadowOAMSprite26YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C369	1	wShadowOAMSprite26XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C36A	1	wShadowOAMSprite26TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C36B	1	wShadowOAMSprite26Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C36C	1	wShadowOAMSprite27	instance	OAM Buffer	sprites	live	
WRAM0	-	$C36C	1	wShadowOAMSprite27YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C36D	1	wShadowOAMSprite27XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C36E	1	wShadowOAMSprite27TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C36F	1	wShadowOAMSprite27Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C370	1	wShadowOAMSprite28	instance	OAM Buffer	sprites	live	
WRAM0	-	$C370	1	wShadowOAMSprite28YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C371	1	wShadowOAMSprite28XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C372	1	wShadowOAMSprite28TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C373	1	wShadowOAMSprite28Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C374	1	wShadowOAMSprite29	instance	OAM Buffer	sprites	live	
WRAM0	-	$C374	1	wShadowOAMSprite29YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C375	1	wShadowOAMSprite29XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C376	1	wShadowOAMSprite29TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C377	1	wShadowOAMSprite29Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C378	1	wShadowOAMSprite30	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C378	1	wShadowOAMSprite30YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C379	1	wShadowOAMSprite30XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C37A	1	wShadowOAMSprite30TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C37B	1	wShadowOAMSprite30Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C37C	1	wShadowOAMSprite31	instance	OAM Buffer	sprites	live	
WRAM0	-	$C37C	1	wShadowOAMSprite31YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C37D	1	wShadowOAMSprite31XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C37E	1	wShadowOAMSprite31TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C37F	1	wShadowOAMSprite31Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C380	1	wShadowOAMSprite32	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C380	1	wShadowOAMSprite32YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C381	1	wShadowOAMSprite32XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C382	1	wShadowOAMSprite32TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C383	1	wShadowOAMSprite32Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C384	1	wShadowOAMSprite33	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C384	1	wShadowOAMSprite33YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C385	1	wShadowOAMSprite33XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C386	1	wShadowOAMSprite33TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C387	1	wShadowOAMSprite33Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C388	1	wShadowOAMSprite34	instance	OAM Buffer	sprites	live	
WRAM0	-	$C388	1	wShadowOAMSprite34YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C389	1	wShadowOAMSprite34XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C38A	1	wShadowOAMSprite34TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C38B	1	wShadowOAMSprite34Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C38C	1	wShadowOAMSprite35	instance	OAM Buffer	sprites	live	
WRAM0	-	$C38C	1	wShadowOAMSprite35YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C38D	1	wShadowOAMSprite35XCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C38E	1	wShadowOAMSprite35TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C38F	1	wShadowOAMSprite35Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C390	1	wShadowOAMSprite36	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C390	1	wShadowOAMSprite36YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C391	1	wShadowOAMSprite36XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C392	1	wShadowOAMSprite36TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C393	1	wShadowOAMSprite36Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C394	1	wShadowOAMSprite37	instance	OAM Buffer	sprites	live	
WRAM0	-	$C394	1	wShadowOAMSprite37YCoord	instance	OAM Buffer	sprites	live	
WRAM0	-	$C395	1	wShadowOAMSprite37XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C396	1	wShadowOAMSprite37TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C397	1	wShadowOAMSprite37Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C398	1	wShadowOAMSprite38	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C398	1	wShadowOAMSprite38YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C399	1	wShadowOAMSprite38XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C39A	1	wShadowOAMSprite38TileID	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C39B	1	wShadowOAMSprite38Attributes	instance	OAM Buffer	sprites	live	
WRAM0	-	$C39C	1	wShadowOAMSprite39	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C39C	1	wShadowOAMSprite39YCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C39D	1	wShadowOAMSprite39XCoord	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C39E	1	wShadowOAMSprite39TileID	instance	OAM Buffer	sprites	live	
WRAM0	-	$C39F	1	wShadowOAMSprite39Attributes	instance	OAM Buffer	sprites	rom,live	
WRAM0	-	$C3A0	0	wShadowOAMEnd	entry	OAM Buffer	sprites	rom,live	One past the object buffer — **and it is `wTileMap`'s first byte**. `PrepareOAMData` bounds its clear loop only by comparing the low byte of its write pointer against this address, and nothing bounds the pointer at 40 entries, so a map fielding more than forty sprites walks straight past here and stamps `$A0` into the screen buffer every fourth byte for 256 bytes. A stamped tile is not walkable in any direction.
WRAM0	-	$C3A0	360	wTileMap	entry	Tilemap	screen	rom,live,inv	**The screen, and it reads back as text.** 20x18 tile ids. Gen 1 loads its font so that a tile id *is* the character code of the glyph it draws, and `PlaceString` writes character codes straight in here — so decoding this buffer with the Gen 1 charmap prints exactly what a player can see. That single property is what lets a headless test navigate menus. **Verified live**: the harness decodes it mid-play and counts letters and spaces.
WRAM0	-	$C508	1	wSerialPartyMonsPatchList	entry	Tilemap	link	rom,live	The third of the three blocks a trade exchanges: the offsets inside the party block where a byte had to be substituted, because the preamble byte `$FD` cannot appear in the data. The list is split at offset 252, which is `$FD - 1`, into one part for the Pokemon region and one for the rest.
WRAM0	-	$C508	1	wShadowOAMBackup	alias	Tilemap	link	rom,live	A copy of the shadow OAM taken before something borrows the sprite hardware, so the overworld can be restored.
WRAM0	-	$C508	1	wShadowOAMBackupSprite00	alias	Tilemap	link	rom,live	
WRAM0	-	$C508	1	wShadowOAMBackupSprite00YCoord	alias	Tilemap	link	rom,live	
WRAM0	-	$C508	1	wSurroundingTiles	alias	Tilemap	link	rom,live	The block of map tiles around the player, gathered so the collision check and the text engine can look at them without re-reading the block map.
